,age,fnlwgt,educational-num,occupation,hours-per-week,income,capital-net,native-american,workclass_Other,workclass_Private,workclass_gov,workclass_other,marital-status_Married-civ-spouse,marital-status_Never-married,marital-status_Separated,race_Black,race_Other,race_White,male
36678,30,30063,9,0.21287436311668945,32,0,0,1,0,1,0,0,0,0,1,0,0,1,0
20483,59,193895,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,0,0,1,0
20699,54,146409,10,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,0,0,1,0
13409,52,230919,13,0.32516703786191536,60,1,0,1,1,0,0,0,1,0,0,0,0,1,1
14413,51,346871,13,0.21287436311668945,55,1,0,1,0,1,0,0,1,0,0,0,0,1,1
216,33,137814,9,0.3912087912087912,32,0,0,1,0,0,1,0,0,1,0,0,0,1,1
32896,34,251421,9,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
48249,43,161240,9,0.29697986577181207,45,1,0,1,0,0,0,1,1,0,0,0,0,1,1
4664,37,166193,9,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
16878,42,214242,15,0.32516703786191536,50,1,-1902,1,1,0,0,0,1,0,0,0,0,1,1
37310,45,126141,13,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
2930,34,195890,10,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,0
42273,56,213105,9,0.21287436311668945,36,1,0,1,0,1,0,0,1,0,0,0,0,1,1
23223,44,95150,10,0.32516703786191536,50,1,0,1,1,0,0,0,1,0,0,0,0,1,1
25610,52,110977,16,0.21287436311668945,40,1,0,1,0,1,0,0,0,1,0,0,0,1,1
38154,35,287658,10,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,1,0,0,1
35282,51,153870,9,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
37778,46,155489,9,0.21287436311668945,43,1,0,1,0,1,0,0,1,0,0,0,0,1,1
47860,38,60135,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,0
9850,59,187485,10,0.21287436311668945,45,1,0,1,0,1,0,0,1,0,0,0,0,1,1
16946,42,341204,12,0.21287436311668945,40,1,8614,1,0,1,0,0,0,0,1,0,0,1,0
40961,43,95902,12,0.3912087912087912,40,0,0,1,0,0,1,0,1,0,0,1,0,0,0
42214,38,102945,13,0.21287436311668945,52,1,0,1,0,1,0,0,1,0,0,0,0,1,1
2334,29,188564,13,0.21287436311668945,45,1,-1977,1,0,1,0,0,1,0,0,0,0,1,1
35622,40,360884,10,0.21287436311668945,40,1,7298,1,0,1,0,0,1,0,0,0,0,1,0
14428,46,153328,10,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,1,0,0,0
14341,47,148169,9,0.32516703786191536,40,0,0,1,1,0,0,0,1,0,0,0,0,1,1
45750,49,121238,10,0.32516703786191536,40,0,0,1,1,0,0,0,0,1,0,0,0,1,1
4028,41,220821,14,0.32516703786191536,70,1,0,1,1,0,0,0,1,0,0,0,0,1,1
30700,31,247444,11,0.21287436311668945,40,0,0,0,0,1,0,0,1,0,0,0,0,1,1
46624,41,124692,10,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
14333,27,227332,13,0.32516703786191536,50,0,0,0,1,0,0,0,0,1,0,0,1,0,1
38174,29,157262,14,0.21287436311668945,45,0,0,1,0,1,0,0,0,1,0,0,0,1,0
2640,30,30101,10,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
23185,36,143486,9,0.21287436311668945,50,1,7298,1,0,1,0,0,1,0,0,0,0,1,1
23543,31,191001,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,0
34037,42,209752,15,0.29697986577181207,55,1,0,1,0,0,0,1,1,0,0,0,0,1,1
24398,35,198841,15,0.32516703786191536,50,1,0,1,1,0,0,0,1,0,0,0,0,1,1
36774,34,216283,13,0.32516703786191536,45,1,0,1,1,0,0,0,1,0,0,0,0,1,0
26494,35,107160,8,0.21287436311668945,30,0,0,1,0,1,0,0,0,0,1,0,0,1,0
42434,18,322999,10,0.21287436311668945,20,0,0,1,0,1,0,0,0,1,0,0,0,1,0
8239,64,211846,6,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
26136,32,191856,14,0.21287436311668945,45,1,0,1,0,1,0,0,1,0,0,0,0,1,0
27054,49,120629,10,0.21287436311668945,30,0,0,1,0,1,0,0,0,0,1,0,0,1,0
17043,34,119411,9,0.29697986577181207,40,0,0,0,0,0,0,1,0,0,1,0,0,1,1
34849,50,289390,9,0.21287436311668945,47,0,0,1,0,1,0,0,1,0,0,0,0,1,1
12476,63,326903,2,0.32516703786191536,25,0,0,1,1,0,0,0,1,0,0,0,0,1,1
25894,55,282023,13,0.21287436311668945,50,1,15024,1,0,1,0,0,1,0,0,0,0,1,1
14099,33,243266,14,0.21287436311668945,40,1,0,0,0,1,0,0,1,0,0,0,0,1,1
28020,42,70655,9,0.29697986577181207,44,0,0,1,0,0,0,1,1,0,0,0,0,1,1
473,39,149347,14,0.3912087912087912,40,1,0,0,0,0,1,0,0,1,0,0,0,1,1
20029,35,334291,10,0.21287436311668945,50,0,0,1,0,1,0,0,1,0,0,0,0,1,1
34675,45,197038,13,0.21287436311668945,50,1,0,1,0,1,0,0,0,0,1,0,0,1,1
34869,43,225165,9,0.32516703786191536,55,1,0,1,1,0,0,0,1,0,0,0,0,1,1
25019,32,169955,10,0.21287436311668945,36,0,0,0,0,1,0,0,1,0,0,0,0,1,0
6993,25,80220,8,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
39286,39,267893,12,0.29697986577181207,40,1,7298,1,0,0,0,1,1,0,0,1,0,0,1
42727,21,27255,10,0.21287436311668945,40,0,0,0,0,1,0,0,0,1,0,0,0,1,1
41795,55,217802,10,0.21287436311668945,25,0,0,1,0,1,0,0,1,0,0,1,0,0,1
28425,45,240356,10,0.21287436311668945,55,0,0,1,0,1,0,0,0,0,1,0,0,1,0
9925,52,311569,14,0.29697986577181207,50,1,0,1,0,0,0,1,1,0,0,0,0,1,1
17668,40,266324,10,0.32516703786191536,70,1,-1564,0,1,0,0,0,0,0,1,0,0,1,1
34613,42,100793,13,0.29697986577181207,60,1,0,1,0,0,0,1,1,0,0,0,0,1,1
17005,42,162140,13,0.21287436311668945,45,1,7298,1,0,1,0,0,1,0,0,0,0,1,1
3462,50,44942,9,0.21287436311668945,48,1,-1848,1,0,1,0,0,1,0,0,0,0,1,1
27530,35,58343,9,0.21287436311668945,44,0,0,1,0,1,0,0,1,0,0,0,0,1,1
41084,18,111256,9,0.21287436311668945,20,0,0,1,0,1,0,0,0,1,0,0,0,1,0
10759,53,159849,10,0.21287436311668945,35,0,0,1,0,1,0,0,0,0,1,0,0,1,0
7096,62,34916,10,0.3912087912087912,40,1,0,1,0,0,1,0,1,0,0,0,0,1,1
17978,35,123606,10,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
6300,50,143804,9,0.21287436311668945,55,0,0,1,0,1,0,0,0,1,0,0,0,1,1
36871,25,141706,10,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,0
31298,48,175221,9,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
12880,62,104849,14,0.21287436311668945,40,1,0,0,0,1,0,0,1,0,0,0,1,0,1
38667,37,102953,9,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
41329,30,337908,12,0.21287436311668945,20,0,0,1,0,1,0,0,1,0,0,1,0,0,0
17556,51,152754,13,0.29697986577181207,40,1,0,1,0,0,0,1,1,0,0,0,0,1,1
15109,53,449376,9,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,1,0,0,1
5542,59,298449,10,0.3912087912087912,43,0,0,1,0,0,1,0,1,0,0,0,0,1,1
14027,24,104164,9,0.3912087912087912,40,0,0,1,0,0,1,0,1,0,0,0,0,1,1
14125,61,185152,7,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,1,0,0,1
35463,53,290640,9,0.21287436311668945,50,1,0,0,0,1,0,0,1,0,0,0,0,1,1
38476,48,192161,13,0.21287436311668945,43,0,0,1,0,1,0,0,0,0,1,0,0,1,1
29201,41,113491,10,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
11147,34,162113,10,0.21287436311668945,48,1,0,1,0,1,0,0,1,0,0,0,0,1,0
37962,34,209101,13,0.21287436311668945,55,1,5178,1,0,1,0,0,1,0,0,0,0,1,1
4730,37,98941,15,0.32516703786191536,50,1,7688,1,1,0,0,0,1,0,0,0,0,1,1
13521,28,228075,10,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
29444,34,149368,15,0.3912087912087912,40,1,0,1,0,0,1,0,1,0,0,0,0,1,1
10058,38,187847,14,0.21287436311668945,50,1,0,1,0,1,0,0,1,0,0,0,0,1,1
9036,40,165858,12,0.21287436311668945,80,1,0,1,0,1,0,0,0,1,0,0,0,1,1
30344,36,232874,13,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
30623,36,136343,13,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
10938,30,186145,13,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,0,0,1,0
45806,37,188069,10,0.3912087912087912,40,1,0,0,0,0,1,0,1,0,0,0,0,1,1
30963,26,276075,10,0.3912087912087912,40,0,0,1,0,0,1,0,1,0,0,1,0,0,1
8471,20,228306,9,0.21287436311668945,32,0,0,1,0,1,0,0,0,1,0,0,0,1,0
20799,61,232308,9,0.21287436311668945,45,1,0,1,0,1,0,0,1,0,0,0,0,1,1
13229,31,113752,9,0.32516703786191536,40,1,0,1,1,0,0,0,1,0,0,0,0,1,1
16562,42,97688,10,0.29697986577181207,40,1,5178,1,0,0,0,1,1,0,0,0,0,1,1
19440,58,235624,11,0.21287436311668945,40,1,0,0,0,1,0,0,1,0,0,0,0,1,1
31755,25,333677,9,0.21287436311668945,36,0,0,1,0,1,0,0,0,1,0,0,0,1,1
27288,52,139671,10,0.21287436311668945,50,1,-1977,1,0,1,0,0,1,0,0,0,0,1,1
15740,39,176900,9,0.32516703786191536,50,1,0,1,1,0,0,0,1,0,0,0,0,1,1
24914,23,106957,7,0.21287436311668945,40,1,14344,0,0,1,0,0,0,1,0,0,1,0,1
32696,50,143664,13,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,1
20192,61,166124,9,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
29932,55,199067,13,0.21287436311668945,42,1,15024,1,0,1,0,0,1,0,0,0,0,1,1
6913,46,324550,9,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
30877,43,421837,10,0.32516703786191536,50,1,7298,0,1,0,0,0,1,0,0,0,0,1,1
13892,53,402016,9,0.21287436311668945,52,1,0,1,0,1,0,0,1,0,0,0,0,1,1
40064,60,116707,10,0.21287436311668945,40,1,7298,1,0,1,0,0,1,0,0,0,0,1,1
34695,41,331651,15,0.21287436311668945,50,1,0,0,0,1,0,0,1,0,0,0,0,1,0
18486,47,211668,9,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,1,0,0,0
10784,48,83444,14,0.21287436311668945,55,1,7298,1,0,1,0,0,1,0,0,0,0,1,1
48835,53,321865,14,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
37587,20,151780,11,0.21287436311668945,35,0,0,1,0,1,0,0,0,1,0,1,0,0,0
9678,59,42959,9,0.21287436311668945,36,0,0,1,0,1,0,0,0,0,1,0,0,1,0
3774,33,92003,9,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,0
40803,48,54190,15,0.32516703786191536,40,1,15024,1,1,0,0,0,1,0,0,0,0,1,1
21950,30,220148,9,0.21287436311668945,50,1,-1848,1,0,1,0,0,1,0,0,0,0,1,1
45860,26,375499,6,0.21287436311668945,20,0,0,1,0,1,0,0,0,1,0,1,0,0,1
8800,44,234767,14,0.32516703786191536,30,1,0,1,1,0,0,0,1,0,0,0,0,1,1
18952,43,188291,2,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,1
34020,42,187294,10,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,0,0,1,1
25694,30,255004,12,0.21287436311668945,52,0,0,1,0,1,0,0,0,0,1,0,0,1,1
286,22,178452,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,1,0,0,1
27187,32,78530,10,0.32516703786191536,50,1,15024,1,1,0,0,0,1,0,0,0,0,1,1
10349,18,176653,9,0.21287436311668945,26,0,0,1,0,1,0,0,0,1,0,0,0,1,1
48398,47,121124,9,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
9766,24,79160,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,1,0,0,1
45132,61,147280,14,0.21287436311668945,60,1,0,1,0,1,0,0,1,0,0,0,0,1,1
24834,20,211968,11,0.21287436311668945,20,0,0,1,0,1,0,0,0,1,0,0,0,1,0
39857,23,91842,13,0.21287436311668945,30,0,0,1,0,1,0,0,0,1,0,0,0,1,0
29269,28,191027,9,0.32516703786191536,40,0,0,1,1,0,0,0,0,0,1,0,0,1,1
33328,57,199572,7,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
29560,48,146919,10,0.21287436311668945,45,0,0,1,0,1,0,0,0,0,1,0,0,1,0
42303,44,113324,9,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
42388,43,193490,4,0.21287436311668945,45,0,0,1,0,1,0,0,1,0,0,0,0,1,1
45551,47,225065,3,0.21287436311668945,40,0,0,0,0,1,0,0,0,0,1,0,0,1,0
13846,51,194970,9,0.29697986577181207,40,1,0,1,0,0,0,1,1,0,0,0,0,1,1
16215,41,160785,10,0.21287436311668945,60,1,0,1,0,1,0,0,1,0,0,0,0,1,1
28158,38,54816,11,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
37117,39,121590,10,0.21287436311668945,40,1,4787,1,0,1,0,0,0,1,0,1,0,0,1
17006,43,177937,13,0.21287436311668945,40,1,0,0,0,1,0,0,0,1,0,0,0,1,1
44909,36,342719,16,0.32516703786191536,45,1,0,0,1,0,0,0,1,0,0,0,0,1,1
45998,49,215895,14,0.29697986577181207,40,1,0,0,0,0,0,1,1,0,0,0,0,1,1
28682,26,136226,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,1
42449,29,152951,9,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
48442,37,143771,9,0.21287436311668945,60,1,0,1,0,1,0,0,1,0,0,0,0,1,1
39186,36,185099,15,0.21287436311668945,55,1,0,1,0,1,0,0,1,0,0,0,0,1,1
20188,28,247445,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,1
27561,59,241297,10,0.32516703786191536,40,0,6849,1,1,0,0,0,0,0,1,0,0,1,0
27397,52,254211,14,0.32516703786191536,60,1,15024,1,1,0,0,0,1,0,0,0,0,1,1
15779,44,160369,9,0.21287436311668945,60,0,0,1,0,1,0,0,1,0,0,0,0,1,1
37732,53,155983,14,0.32516703786191536,65,1,0,1,1,0,0,0,1,0,0,0,0,1,1
13220,49,28171,9,0.21287436311668945,40,1,4787,1,0,1,0,0,0,0,1,0,0,1,1
25124,46,231515,12,0.21287436311668945,47,0,0,0,0,1,0,0,0,1,0,0,0,1,0
17438,28,445824,14,0.32516703786191536,50,1,0,1,1,0,0,0,1,0,0,0,0,1,0
7915,29,229124,9,0.21287436311668945,48,1,0,1,0,1,0,0,1,0,0,0,0,1,1
36989,28,50512,13,0.29697986577181207,50,0,2202,1,0,0,0,1,0,1,0,0,0,1,0
2252,30,181212,10,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,0
18145,38,72338,9,0.29697986577181207,54,1,0,1,0,0,0,1,1,0,0,0,1,0,1
46246,36,170376,9,0.21287436311668945,45,1,0,1,0,1,0,0,1,0,0,0,0,1,1
20915,41,282948,10,0.21287436311668945,40,0,3137,1,0,1,0,0,1,0,0,1,0,0,1
5334,19,139278,9,0.32516703786191536,20,0,0,1,1,0,0,0,0,1,0,0,0,1,1
30117,36,189404,13,0.21287436311668945,35,1,-1977,1,0,1,0,0,1,0,0,0,0,1,1
33059,43,242968,14,0.21287436311668945,40,1,0,0,0,1,0,0,1,0,0,0,1,0,1
32082,34,242960,11,0.21287436311668945,50,0,0,1,0,1,0,0,1,0,0,0,0,1,1
20933,48,54759,9,0.21287436311668945,38,0,0,1,0,1,0,0,0,0,1,0,0,1,0
18030,45,99179,7,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,0,0,1,0
20582,25,204338,9,0.21287436311668945,30,0,0,0,0,1,0,0,0,1,0,0,0,1,1
12747,39,40955,15,0.21287436311668945,45,1,0,1,0,1,0,0,0,0,1,0,0,1,1
36527,55,147098,5,0.32516703786191536,50,0,0,1,1,0,0,0,1,0,0,0,0,1,1
2583,47,185859,9,0.32516703786191536,60,1,3103,1,1,0,0,0,1,0,0,0,0,1,1
36554,36,409189,10,0.32516703786191536,40,1,0,1,1,0,0,0,1,0,0,0,0,1,1
23085,59,325732,9,0.32516703786191536,52,1,-1902,1,1,0,0,0,1,0,0,0,0,1,1
48728,17,117798,6,0.21287436311668945,20,0,0,1,0,1,0,0,0,1,0,0,0,1,1
42410,46,200947,13,0.29697986577181207,40,1,0,1,0,0,0,1,1,0,0,0,0,1,1
14252,43,157999,13,0.32516703786191536,40,1,0,1,1,0,0,0,1,0,0,0,0,1,0
13092,34,121321,9,0.21287436311668945,50,1,0,1,0,1,0,0,1,0,0,0,0,1,1
6978,19,369164,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,1
7943,31,92179,6,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,0,0,1,1
7729,38,169926,13,0.32516703786191536,21,1,0,1,1,0,0,0,1,0,0,0,0,1,0
41524,33,115496,16,0.21287436311668945,60,1,0,1,0,1,0,0,1,0,0,0,0,1,1
8962,73,147703,9,0.29697986577181207,15,0,0,1,0,0,0,1,0,0,1,0,0,1,0
33726,44,317535,2,0.21287436311668945,40,0,0,0,0,1,0,0,1,0,0,0,0,1,1
33828,52,128272,9,0.21287436311668945,14,0,0,1,0,1,0,0,1,0,0,0,0,1,1
33005,21,438139,9,0.21287436311668945,50,0,0,1,0,1,0,0,0,1,0,0,0,1,1
20955,62,123170,10,0.32516703786191536,10,0,0,1,1,0,0,0,1,0,0,0,0,1,1
36108,23,193090,13,0.21287436311668945,30,0,0,1,0,1,0,0,0,1,0,0,0,1,0
29026,39,306646,10,0.21287436311668945,50,1,3103,1,0,1,0,0,1,0,0,0,0,1,1
16238,21,198259,9,0.21287436311668945,30,0,0,1,0,1,0,0,0,1,0,0,0,1,0
43708,40,124747,9,0.21287436311668945,40,1,7298,1,0,1,0,0,1,0,0,0,0,1,0
41891,57,225913,10,0.32516703786191536,45,1,0,1,1,0,0,0,1,0,0,0,0,1,1
14097,29,234972,10,0.21287436311668945,50,1,0,1,0,1,0,0,1,0,0,0,0,1,1
25969,22,186634,8,0.32516703786191536,50,1,0,1,1,0,0,0,0,1,0,0,0,1,1
6329,34,126853,14,0.21287436311668945,40,1,0,0,0,1,0,0,1,0,0,0,1,0,1
28286,47,172246,14,0.29697986577181207,60,1,0,1,0,0,0,1,1,0,0,0,0,1,1
25032,27,442612,9,0.32516703786191536,65,1,0,1,1,0,0,0,1,0,0,0,0,1,1
33903,40,146908,16,0.21287436311668945,60,1,0,1,0,1,0,0,1,0,0,0,0,1,1
34631,44,124692,14,0.29697986577181207,35,1,0,1,0,0,0,1,1,0,0,0,0,1,1
24784,37,294292,15,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
29243,39,189632,9,0.3912087912087912,40,1,0,1,0,0,1,0,1,0,0,0,0,1,0
39003,46,375606,16,0.21287436311668945,40,1,0,1,0,1,0,0,0,1,0,0,0,1,1
467,50,44728,9,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
16557,44,170924,10,0.21287436311668945,40,1,7298,1,0,1,0,0,1,0,0,0,0,1,1
24147,33,134737,9,0.32516703786191536,35,0,0,1,1,0,0,0,1,0,0,0,0,1,1
14029,37,123586,13,0.21287436311668945,73,1,-1902,0,0,1,0,0,1,0,0,0,1,0,1
20655,31,348038,13,0.32516703786191536,50,1,-1902,0,1,0,0,0,1,0,0,0,0,1,1
33450,40,374367,11,0.21287436311668945,44,0,0,1,0,1,0,0,0,0,1,1,0,0,1
16008,33,172304,11,0.21287436311668945,50,1,0,1,0,1,0,0,1,0,0,0,0,1,1
40002,27,186454,13,0.21287436311668945,40,1,13550,1,0,1,0,0,0,1,0,0,1,0,1
47893,26,118497,9,0.21287436311668945,60,0,0,1,0,1,0,0,1,0,0,0,0,1,1
43975,30,236599,9,0.21287436311668945,50,0,0,1,0,1,0,0,1,0,0,0,0,1,1
47042,62,81116,10,0.21287436311668945,40,0,-1974,1,0,1,0,0,0,0,1,0,0,1,1
24621,46,192323,10,0.29697986577181207,38,1,0,1,0,0,0,1,1,0,0,0,0,1,1
28557,21,180339,11,0.21287436311668945,30,0,-1602,1,0,1,0,0,0,1,0,0,0,1,0
1448,43,214781,10,0.21287436311668945,38,1,0,1,0,1,0,0,0,1,0,0,0,1,1
24898,33,182714,15,0.3912087912087912,65,1,0,1,0,0,1,0,0,1,0,0,0,1,0
365,43,209547,15,0.32516703786191536,25,1,0,1,1,0,0,0,1,0,0,0,0,1,1
9761,29,285657,10,0.21287436311668945,45,0,0,1,0,1,0,0,1,0,0,0,0,1,1
30800,39,87556,14,0.21287436311668945,40,0,6849,1,0,1,0,0,0,1,0,0,0,1,1
38150,44,150076,9,0.21287436311668945,30,0,0,1,0,1,0,0,0,1,0,0,0,1,1
41389,44,54310,14,0.21287436311668945,40,1,7298,1,0,1,0,0,1,0,0,0,0,1,1
46975,46,148738,9,0.21287436311668945,35,0,-1740,1,0,1,0,0,1,0,0,0,0,1,1
31490,25,260754,13,0.32516703786191536,40,0,0,1,1,0,0,0,0,1,0,1,0,0,1
43217,46,201865,15,0.32516703786191536,60,1,0,1,1,0,0,0,1,0,0,0,0,1,1
16602,43,50356,10,0.21287436311668945,50,0,-1485,1,0,1,0,0,1,0,0,0,0,1,1
43379,29,180758,12,0.21287436311668945,60,0,0,1,0,1,0,0,0,1,0,0,0,1,1
45729,33,361497,9,0.21287436311668945,70,0,0,1,0,1,0,0,0,1,0,0,0,1,1
14809,35,180131,13,0.21287436311668945,50,1,0,1,0,1,0,0,0,0,1,0,0,1,1
17486,61,113544,14,0.32516703786191536,40,1,0,1,1,0,0,0,1,0,0,0,0,1,1
46998,25,397317,12,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,0
23670,29,233421,13,0.21287436311668945,45,0,3411,1,0,1,0,0,1,0,0,0,0,1,1
2992,58,84231,6,0.21287436311668945,50,1,0,1,0,1,0,0,1,0,0,0,0,1,1
25804,40,64885,14,0.32516703786191536,70,1,0,1,1,0,0,0,1,0,0,0,0,1,1
29481,35,350247,15,0.32516703786191536,50,1,0,1,1,0,0,0,1,0,0,0,0,1,1
43405,59,126677,10,0.21287436311668945,50,1,0,1,0,1,0,0,1,0,0,0,0,1,1
4025,39,191137,10,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,1
26305,49,181717,11,0.21287436311668945,36,0,0,1,0,1,0,0,0,0,1,0,0,1,0
12640,40,179717,9,0.3912087912087912,50,1,7298,1,0,0,1,0,1,0,0,0,0,1,1
35359,60,259803,13,0.29697986577181207,45,1,0,1,0,0,0,1,1,0,0,0,0,1,0
669,35,333636,9,0.32516703786191536,75,0,0,1,1,0,0,0,1,0,0,1,0,0,1
46577,22,48988,10,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,1
11309,34,199539,11,0.21287436311668945,48,1,0,1,0,1,0,0,1,0,0,0,0,1,1
25426,44,177240,15,0.29697986577181207,40,1,10520,1,0,0,0,1,0,1,0,0,0,1,1
32086,49,46537,9,0.29697986577181207,10,0,594,1,0,0,0,1,0,0,1,0,0,1,0
33373,53,104879,9,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
23258,34,152109,9,0.32516703786191536,60,0,0,1,1,0,0,0,1,0,0,0,0,1,1
7355,39,224541,12,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
27273,19,198668,4,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,0
22986,34,182691,9,0.21287436311668945,44,0,0,1,0,1,0,0,0,0,1,0,0,1,1
34365,34,113198,12,0.21287436311668945,28,0,0,1,0,1,0,0,1,0,0,0,0,1,1
25199,34,314375,10,0.32516703786191536,60,1,0,1,1,0,0,0,1,0,0,0,0,1,1
16794,34,337587,10,0.21287436311668945,50,1,0,1,0,1,0,0,1,0,0,0,0,1,1
15402,37,269323,10,0.29697986577181207,40,1,0,1,0,0,0,1,1,0,0,0,0,1,1
39551,27,232954,9,0.21287436311668945,45,0,0,1,0,1,0,0,1,0,0,0,0,1,1
36556,43,235556,10,0.21287436311668945,45,0,0,0,0,1,0,0,0,0,1,0,0,1,1
12882,24,186666,10,0.21287436311668945,50,0,0,1,0,1,0,0,1,0,0,0,0,1,1
12416,53,35459,10,0.21287436311668945,47,1,0,1,0,1,0,0,1,0,0,0,0,1,1
47567,37,126569,13,0.32516703786191536,60,0,0,1,1,0,0,0,1,0,0,0,0,1,1
37366,27,214858,9,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
16804,37,186035,10,0.29697986577181207,45,1,0,1,0,0,0,1,1,0,0,0,0,1,1
45870,21,108687,10,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,0
31405,45,101656,6,0.21287436311668945,40,0,0,0,0,1,0,0,0,1,0,0,1,0,1
40037,34,345705,13,0.21287436311668945,50,1,-1977,1,0,1,0,0,1,0,0,0,0,1,1
23269,63,346975,13,0.21287436311668945,36,1,7688,1,0,1,0,0,1,0,0,0,0,1,0
47401,39,202683,13,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
47664,51,145409,9,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
48568,54,34832,16,0.29697986577181207,60,1,0,1,0,0,0,1,1,0,0,0,0,1,1
42903,41,207375,9,0.21287436311668945,50,0,0,1,0,1,0,0,0,1,0,0,0,1,0
17508,42,166813,10,0.32516703786191536,60,0,0,1,1,0,0,0,1,0,0,0,0,1,1
38097,39,183620,10,0.29697986577181207,40,1,0,1,0,0,0,1,0,1,0,1,0,0,0
4630,43,190020,13,0.3912087912087912,40,1,0,1,0,0,1,0,1,0,0,0,0,1,1
4478,42,261929,13,0.21287436311668945,45,1,0,1,0,1,0,0,1,0,0,0,0,1,1
29645,49,53893,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,0,0,1,1
26696,48,73434,9,0.21287436311668945,40,1,0,0,0,1,0,0,1,0,0,0,0,1,0
9620,38,455379,14,0.21287436311668945,60,1,0,1,0,1,0,0,1,0,0,0,0,1,1
47514,39,290321,6,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
24041,20,147352,9,0.3912087912087912,40,0,0,1,0,0,1,0,0,1,0,0,0,1,0
32971,42,162758,10,0.32516703786191536,56,1,0,1,1,0,0,0,1,0,0,0,0,1,1
